Rk,Player,link,Age,Pos,Date,RG/PL,Tm,H-A,Opp,W-L,GS,MP,FG,FGA,FG%_pt,FG%,2P,2PA,2P%_pt,2P%,3P,3PA,3P%_pt,3P%,FT,FTA,FT%_pt,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Off Production,Def Production,GmScX,GmSc_pt,GmSc,oTDR,dTDR,TDR
289,Doc Rivers,riverdo01,26-137,G,02/27/88,RS,ATL,,POR,L,1,38,8,16,0.500,.500,7,14,0.500,.500,1,2,0.500,.500,4,6,0.667,.667,2,8,10,14,1,0,3,5,21,20.40,1.40,21.80,21.80,21.8,53.68,3.68,57.37
1029,Chris Duhon,duhonch01,23-063,G,11/02/05,RS,CHI,,CHA,W,1,39,5,9,0.556,.556,3,6,0.500,.500,2,3,0.667,.667,6,8,0.750,.750,0,10,10,12,2,0,2,5,18,19.30,3.00,22.30,22.30,22.3,49.49,7.69,57.18
608,Shawn Kemp,kempsh01,24-114,F-C,03/20/94,RS,SEA,@,CHH,W,1,35,4,7,0.571,.571,4,7,0.571,.571,0,0,0.000,,7,8,0.875,.875,4,7,11,12,0,0,3,4,15,19.50,0.50,20.00,20.00,20.0,55.71,1.43,57.14
1588,Elfrid Payton,paytoel01,23-019,G,03/13/17,RS,ORL,@,SAC,L,1,34,6,10,0.600,.600,6,9,0.667,.667,0,1,0.000,.000,1,1,1.000,1000,1,9,10,13,0,1,1,3,13,17.20,2.20,19.40,19.40,19.4,50.59,6.47,57.06
779,Kendall Gill,gillke01,30-313,G,04/03/99,RS,NJN,,MIA,W,1,40,6,15,0.400,.400,6,14,0.429,.429,0,1,0.000,.000,3,6,0.500,.500,2,8,10,3,11,2,0,3,15,9.20,13.60,22.80,22.80,22.8,23.00,34.00,57.00
1458,DeMarcus Cousins,couside01,25-176,C-F,02/05/16,RS,SAC,@,BRK,L,1,40,9,18,0.500,.500,5,14,0.357,.357,4,4,1.000,1000,2,3,0.667,.667,0,10,10,10,2,0,3,2,24,18.60,4.20,22.80,22.80,22.8,46.50,10.50,57.00
645,Scottie Pippen,pippesc01,30-045,F-G,11/09/95,RS,CHI,@,CLE,W,1,40,5,12,0.417,.417,2,7,0.286,.286,3,5,0.600,.600,5,5,1.000,1000,5,8,13,12,0,1,3,2,18,20.50,2.30,22.80,22.80,22.8,51.25,5.75,57.00
492,Magic Johnson,johnsma02,31-227,G-F,03/29/91,RS,LAL,,POR,L,1,43,7,13,0.538,.538,6,11,0.545,.545,1,2,0.500,.500,8,9,0.889,.889,1,9,10,12,0,0,2,4,23,23.40,1.10,24.50,24.50,24.5,54.42,2.56,56.98
549,Michael Jordan,jordami01,29-316,G-F,12/29/92,RS,CHI,@,CHH,W,1,42,9,25,0.360,.360,8,22,0.364,.364,1,3,0.333,.333,9,10,0.900,.900,4,8,12,11,0,1,3,1,28,21.20,2.70,23.90,23.90,23.9,50.48,6.43,56.90
565,Larry Johnson,johnsla02,24-004,F,03/18/93,RS,CHH,,MIN,W,1,32,5,8,0.625,.625,5,8,0.625,.625,0,0,0.000,,1,1,1.000,1000,4,8,12,10,0,0,1,1,11,16.20,2.00,18.20,18.20,18.2,50.63,6.25,56.88
1399,Kyle Lowry,lowryky01,28-356,G,03/16/15,RS,TOR,@,IND,W,1,38,7,13,0.538,.538,2,5,0.400,.400,5,8,0.625,.625,1,3,0.333,.333,0,11,11,10,3,0,3,4,20,16.90,4.70,21.60,21.60,21.6,44.47,12.37,56.84
144,Alvin Robertson,roberal01,23-123,G,11/22/85,RS,SAS,,IND,W,1,38,5,12,0.417,.417,5,12,0.417,.417,0,0,0.000,,4,4,1.000,1000,8,4,12,10,3,2,3,3,14,17.20,4.40,21.60,21.60,21.6,45.26,11.58,56.84
451,Fat Lever,leverfa01,29-245,G,04/20/90,RS,DEN,,SAS,L,1,40,9,16,0.563,.563,8,14,0.571,.571,1,2,0.500,.500,1,3,0.333,.333,7,15,22,11,2,0,6,5,20,18.20,4.50,22.70,22.70,22.7,45.50,11.25,56.75
1532,Nicolas Batum,batumni01,28-009,F-G,12/23/16,RS,CHO,,CHI,W,1,40,7,15,0.467,.467,6,10,0.600,.600,1,5,0.200,.200,5,6,0.833,.833,2,9,11,10,1,1,2,0,20,18.30,4.40,22.70,22.70,22.7,45.75,11.00,56.75
873,Jerry Stackhouse,stackje01,26-155,G-F,04/09/01,RS,DET,,ATL,W,1,40,10,20,0.500,.500,6,11,0.545,.545,4,9,0.444,.444,4,5,0.800,.800,4,8,12,11,2,0,9,2,28,19.10,3.60,22.70,22.70,22.7,47.75,9.00,56.75
281,Brad Daugherty,daughbr01,22-107,C,02/03/88,RS,CLE,@,WSB,W,1,40,9,15,0.600,.600,9,15,0.600,.600,0,0,0.000,,2,3,0.667,.667,3,7,10,11,0,1,1,4,20,21.50,1.20,22.70,22.70,22.7,53.75,3.00,56.75
994,Jason Kidd,kiddja01,31-049,G,05/11/04,PL,NJN,,DET,W,1,39,8,15,0.533,0.533,7,12,0.583,0.583,1,3,0.333,0.333,5,7,0.714,0.714,4,6,10,11,2,1,6,2,22,18.40,3.70,22.10,22.10,22.1,47.18,9.49,56.67
902,Jason Kidd,kiddja01,28-361,G,03/19/02,RS,NJN,@,CLE,L,1,42,12,26,0.462,.462,10,21,0.476,.476,2,5,0.400,.400,4,5,0.800,.800,3,7,10,10,2,0,4,4,30,21.30,2.50,23.80,23.80,23.8,50.71,5.95,56.67
776,Gary Payton,paytoga01,30-221,G,03/01/99,RS,SEA,@,SAC,W,1,44,8,21,0.381,.381,5,10,0.500,.500,3,11,0.273,.273,9,10,0.900,.900,0,10,10,12,3,0,4,4,28,20.50,4.40,24.90,24.90,24.9,46.59,10.00,56.59
975,Kevin Garnett,garneke01,27-254,F-C,01/28/04,RS,MIN,@,GSW,L,1,41,8,17,0.471,.471,8,15,0.533,.533,0,2,0.000,.000,4,6,0.667,.667,2,18,20,10,1,3,3,3,20,15.90,7.30,23.20,23.20,23.2,38.78,17.80,56.59
470,Larry Bird,birdla01,34-016,F,12/23/90,RS,BOS,,ATL,W,1,32,7,11,0.636,.636,7,10,0.700,.700,0,1,0.000,.000,0,0,0.803,,0,10,10,10,0,2,2,1,14,14.10,4.00,18.10,18.10,18.1,44.06,12.50,56.56
1291,Rajon Rondo,rondora01,26-337,G,01/24/13,RS,BOS,,NYK,L,1,40,10,19,0.526,.526,10,19,0.526,.526,0,0,0.000,,3,4,0.750,.750,0,10,10,11,3,0,4,1,23,17.00,5.60,22.60,22.60,22.6,42.50,14.00,56.50
518,Micheal Williams,willimi02,25-192,G,01/31/92,RS,IND,,ATL,W,1,40,6,13,0.462,.462,6,13,0.462,.462,0,0,0.000,,7,7,1.000,1000,4,7,11,10,3,0,3,4,19,19.10,3.50,22.60,22.60,22.6,47.75,8.75,56.50
1443,Draymond Green,greendr01,25-306,F,01/04/16,RS,GSW,,CHO,W,1,37,5,8,0.625,.625,4,6,0.667,.667,1,2,0.500,.500,2,2,1.000,1000,2,13,15,10,1,2,2,3,13,15.80,5.10,20.90,20.90,20.9,42.70,13.78,56.49
321,Terry Porter,portete01,25-252,G,12/16/88,RS,POR,@,PHO,L,1,37,7,16,0.438,.438,6,13,0.462,.462,1,3,0.333,.333,2,2,1.000,1000,2,11,13,15,2,1,4,4,17,16.50,4.40,20.90,20.90,20.9,44.59,11.89,56.49
1389,Russell Westbrook,westbru01,26-104,G,02/24/15,RS,OKC,,IND,W,1,28,8,19,0.421,.421,7,16,0.438,.438,1,3,0.333,.333,3,3,1.000,1000,0,11,11,10,1,0,5,1,20,11.90,3.90,15.80,15.80,15.8,42.50,13.93,56.43
1441,Draymond Green,greendr01,25-302,F,12/31/15,RS,GSW,@,HOU,W,1,38,3,7,0.429,.429,2,5,0.400,.400,1,2,0.500,.500,3,4,0.750,.750,0,11,11,16,2,2,2,1,10,15.10,6.30,21.40,21.40,21.4,39.74,16.58,56.32
958,Tim Duncan,duncati01,27-051,F-C,06/15/03,PL,SAS,,NJN,W,1,46,9,19,0.474,0.474,9,18,0.500,0.5,0,1,0.000,0,3,5,0.600,0.6,4,16,20,10,0,8,4,2,21,16.30,9.60,25.90,25.90,25.9,35.43,20.87,56.30
959,Jason Kidd,kiddja01,30-222,G,10/31/03,RS,NJN,,MIN,W,1,42,7,18,0.389,.389,5,12,0.417,.417,2,6,0.333,.333,5,8,0.625,.625,3,8,11,14,4,1,5,1,21,16.90,6.70,23.60,23.60,23.6,40.24,15.95,56.19
1134,LeBron James,jamesle01,23-051,F-G,02/19/08,RS,CLE,,HOU,L,1,42,7,18,0.389,.389,3,11,0.273,.273,4,7,0.571,.571,8,11,0.727,.727,2,11,13,11,2,0,5,2,26,19.10,4.50,23.60,23.60,23.6,45.48,10.71,56.19
502,Magic Johnson,johnsma02,31-273,G-F,05/14/91,PL,LAL,,GSW,W,1,47,8,22,0.364,0.364,6,18,0.333,0.333,2,4,0.500,0.5,10,11,0.909,0.909,3,11,14,12,0,0,2,2,28,23.90,2.50,26.40,26.40,26.4,50.85,5.32,56.17
997,Larry Hughes,hughela01,25-310,G,11/28/04,RS,WAS,@,TOR,W,1,52,11,21,0.524,.524,10,16,0.625,.625,1,5,0.200,.200,10,15,0.667,.667,1,9,10,10,1,1,2,4,33,26.40,2.80,29.20,29.20,29.2,50.77,5.38,56.15
261,Magic Johnson,johnsma02,28-112,G-F,12/04/87,RS,LAL,@,MIL,L,1,41,9,14,0.643,.643,9,14,0.643,.643,0,0,0.000,,4,4,1.000,1000,1,9,10,12,2,0,5,4,22,19.90,3.10,23.00,23.00,23.0,48.54,7.56,56.10
1523,Marc Gasol,gasolma01,31-311,C,12/05/16,RS,MEM,@,NOP,W,1,46,11,25,0.440,.440,8,19,0.421,.421,3,6,0.500,.500,3,4,0.750,.750,1,10,11,10,3,2,3,2,28,19.20,6.60,25.80,25.80,25.8,41.74,14.35,56.09
1086,Andre Iguodala,iguodan01,23-005,G-F,02/02/07,RS,PHI,,GSW,L,1,45,9,20,0.450,.450,9,20,0.450,.450,0,0,0.000,,7,9,0.778,.778,1,9,10,13,3,1,4,2,25,19.60,5.60,25.20,25.20,25.2,43.56,12.44,56.00
1556,LeBron James,jamesle01,32-026,F-G,01/25/17,RS,CLE,,SAC,L,1,45,8,15,0.533,.533,8,12,0.667,.667,0,3,0.000,.000,8,11,0.727,.727,4,9,13,11,2,1,5,3,24,21.00,4.20,25.20,25.20,25.2,46.67,9.33,56.00
1404,Evan Turner,turneev01,26-147,G,03/23/15,RS,BOS,@,BRK,W,1,40,9,13,0.692,.692,9,11,0.818,.818,0,2,0.000,.000,1,2,0.500,.500,0,10,10,12,0,1,2,2,19,19.50,2.90,22.40,22.40,22.4,48.75,7.25,56.00
970,Jason Kidd,kiddja01,30-278,G,12/26/03,RS,NJN,@,DET,W,1,42,7,18,0.389,.389,3,13,0.231,.231,4,5,0.800,.800,6,7,0.857,.857,3,8,11,12,2,0,4,3,24,20.30,3.20,23.50,23.50,23.5,48.33,7.62,55.95
488,Magic Johnson,johnsma02,31-210,G-F,03/12/91,RS,LAL,@,MIA,W,1,42,4,12,0.333,.333,4,11,0.364,.364,0,1,0.000,.000,13,14,0.929,.929,1,10,11,14,2,0,5,2,21,19.30,4.20,23.50,23.50,23.5,45.95,10.00,55.95
62,Jeff Ruland,rulanje01,25-056,C-F,02/10/84,RS,WSB,,LAL,W,1,42,6,9,0.667,.667,6,9,0.667,.667,0,0,0.000,,6,7,0.857,.857,4,10,14,10,2,0,3,5,18,20.50,3.00,23.50,23.50,23.5,48.81,7.14,55.95
1200,Jason Kidd,kiddja01,37-018,G,04/10/10,RS,DAL,@,SAC,W,1,32,4,6,0.667,.667,2,3,0.667,.667,2,3,0.667,.667,1,2,0.500,.500,0,10,10,13,2,0,3,3,11,14.10,3.80,17.90,17.90,17.9,44.06,11.88,55.94
379,Darrell Walker,walkeda01,28-031,G,04/09/89,RS,WSB,,NYK,L,1,44,8,16,0.500,.500,8,16,0.500,.500,0,0,0.000,,4,6,0.667,.667,5,7,12,10,6,0,4,3,20,17.70,6.90,24.60,24.60,24.6,40.23,15.68,55.91
991,Steve Francis,francst01,27-058,G,04/19/04,PL,HOU,@,LAL,L,1,44,6,11,0.545,0.545,5,8,0.625,0.625,1,3,0.333,0.333,5,8,0.625,0.625,3,7,10,12,3,1,2,3,18,20.00,4.60,24.60,24.60,24.6,45.45,10.45,55.91
807,Chris Webber,webbech01,27-005,F-C,03/06/00,RS,SAC,,DAL,W,1,41,10,14,0.714,.714,10,14,0.714,.714,0,0,0.000,,2,4,0.500,.500,3,7,10,11,0,2,5,2,22,20.20,2.70,22.90,22.90,22.9,49.27,6.59,55.85
572,Dikembe Mutombo,mutomdi01,26-297,C,04/18/93,RS,DEN,,LAC,W,1,43,5,15,0.333,.333,5,15,0.333,.333,0,0,0.000,,6,11,0.545,.545,9,12,21,2,1,12,1,3,16,12.20,11.80,24.00,24.00,24.0,28.37,27.44,55.81
1591,James Harden,hardeja01,27-201,G,03/15/17,RS,HOU,,LAL,W,1,31,6,12,0.500,.500,5,6,0.833,.833,1,6,0.167,.167,5,7,0.714,.714,3,9,12,13,2,0,9,2,18,13.40,3.90,17.30,17.30,17.3,43.23,12.58,55.81
1566,Draymond Green,greendr01,26-343,F,02/10/17,RS,GSW,@,MEM,W,1,38,2,6,0.333,.333,2,3,0.667,.667,0,3,0.000,.000,0,0,0.803,,0,11,11,10,10,5,2,3,4,5.60,15.60,21.20,21.20,21.2,14.74,41.05,55.79
1415,Blake Griffin,griffbl01,26-047,F,05/02/15,PL,LAC,,SAS,W,1,40,7,14,0.500,0.5,7,14,0.500,0.5,0,0,0.000,,10,11,0.909,0.909,1,12,13,10,0,0,4,4,24,20.30,2.00,22.30,22.30,22.3,50.75,5.00,55.75
944,Latrell Sprewell,sprewla01,32-173,G,02/28/03,RS,NYK,,ORL,W,1,54,9,25,0.360,.360,3,17,0.176,.176,6,8,0.750,.750,4,4,1.000,1000,2,9,11,11,5,2,1,3,28,22.20,7.90,30.10,30.10,30.1,41.11,14.63,55.74
819,Vlade Divac,divacvl01,32-059,C,04/02/00,RS,SAC,,PHI,W,1,35,4,9,0.444,.444,4,9,0.444,.444,0,0,0.000,,6,6,1.000,1000,3,8,11,11,2,0,2,5,14,17.10,2.40,19.50,19.50,19.5,48.86,6.86,55.71
763,Mookie Blaylock,blaylmo01,31-025,G,04/14/98,RS,ATL,,PHI,W,1,44,5,14,0.357,.357,3,7,0.429,.429,2,7,0.286,.286,2,2,1.000,1000,1,7,8,11,10,0,1,3,14,13.60,10.90,24.50,24.50,24.5,30.91,24.77,55.68
1125,Baron Davis,davisba01,28-286,G,01/24/08,RS,GSW,,NJN,W,1,46,10,22,0.455,.455,7,14,0.500,.500,3,8,0.375,.375,2,2,1.000,1000,1,11,12,10,5,0,2,5,25,19.30,6.30,25.60,25.60,25.6,41.96,13.70,55.65
551,Detlef Schrempf,schrede01,29-350,F-C,01/05/93,RS,IND,,LAC,W,1,39,5,14,0.357,.357,5,14,0.357,.357,0,0,0.000,,5,7,0.714,.714,5,13,18,12,1,1,1,3,15,17.30,4.40,21.70,21.70,21.7,44.36,11.28,55.64
1483,Elfrid Payton,paytoel01,22-030,G,03/23/16,RS,ORL,@,DET,L,0,34,9,21,0.429,.429,9,18,0.500,.500,0,3,0.000,.000,2,4,0.500,.500,5,5,10,10,1,0,1,3,20,17.60,1.30,18.90,18.90,18.9,51.76,3.82,55.59
960,Gilbert Arenas,arenagi01,21-303,G,11/05/03,RS,WAS,,DAL,W,1,38,11,25,0.440,.440,8,14,0.571,.571,3,11,0.273,.273,0,0,0.803,,2,10,12,10,3,0,4,3,25,16.30,4.80,21.10,21.10,21.1,42.89,12.63,55.53
352,Fat Lever,leverfa01,28-192,G,02/26/89,RS,DEN,,PHI,W,1,40,5,17,0.294,.294,5,17,0.294,.294,0,0,0.000,,6,6,1.000,1000,1,11,12,16,2,1,1,2,16,17.00,5.20,22.20,22.20,22.2,42.50,13.00,55.50
1208,Brandon Jennings,jennibr01,21-037,G,10/30/10,RS,MIL,,CHA,W,1,40,6,8,0.750,.750,3,5,0.600,.600,3,3,1.000,1000,5,6,0.833,.833,1,9,10,10,0,0,3,4,20,21.10,1.10,22.20,22.20,22.2,52.75,2.75,55.50
101,Micheal Ray Richardson,richami01,29-268,G-F,01/04/85,RS,NJN,,PHO,W,1,46,11,28,0.393,.393,11,28,0.393,.393,0,0,0.000,,4,6,0.667,.667,5,6,11,12,4,0,1,3,26,20.90,4.60,25.50,25.50,25.5,45.43,10.00,55.43
718,Grant Hill,hillgr01,24-146,F-G,02/28/97,RS,DET,@,BOS,W,1,46,11,21,0.524,.524,11,19,0.579,.579,0,2,0.000,.000,7,11,0.636,.636,2,10,12,12,1,2,6,2,29,20.90,4.60,25.50,25.50,25.5,45.43,10.00,55.43
1427,Russell Westbrook,westbru01,27-001,G,11/13/15,RS,OKC,,PHI,W,1,35,8,22,0.364,.364,6,16,0.375,.375,2,6,0.333,.333,3,4,0.750,.750,4,13,17,11,3,0,6,1,21,12.90,6.50,19.40,19.40,19.4,36.86,18.57,55.43
932,Sam Cassell,cassesa01,33-065,G,01/22/03,RS,MIL,@,BOS,W,1,35,6,15,0.400,.400,6,12,0.500,.500,0,3,0.000,.000,2,2,1.000,1000,0,11,11,16,0,0,1,0,14,16.10,3.30,19.40,19.40,19.4,46.00,9.43,55.43
196,Isiah Thomas,thomais01,25-212,G,11/28/86,RS,DET,,MIL,W,1,37,1,7,0.143,.143,1,5,0.200,.200,0,2,0.000,.000,10,10,1.000,1000,0,11,11,15,1,0,1,2,12,17.00,3.50,20.50,20.50,20.5,45.95,9.46,55.41
41,Oscar Robertson,roberos01,23,G,03/03/62,RS,CIN,@,CHI,W,1,44.3,12,25,0.478,.478,12,25,0.478,.478,,,,,3,6,0.500,0.5,2,9,11,12,,,,3,27,23.18,1.35,24.53,24.53,,52.32,3.05,55.36
1478,Russell Westbrook,westbru01,27-127,G,03/18/16,RS,OKC,@,PHI,W,1,32,8,20,0.400,.400,6,15,0.400,.400,2,5,0.400,.400,2,4,0.500,.500,3,12,15,10,1,2,5,2,20,12.50,5.20,17.70,17.70,17.7,39.06,16.25,55.31
1457,Draymond Green,greendr01,25-336,F,02/03/16,RS,GSW,@,WAS,W,1,34,3,5,0.600,.600,3,4,0.750,.750,0,1,0.000,.000,6,9,0.667,.667,1,9,10,12,1,5,4,5,12,13.60,5.20,18.80,18.80,18.8,40.00,15.29,55.29
71,Alex English,englial01,30-076,F,03/21/84,RS,DEN,,HOU,W,1,36,9,19,0.474,.474,9,19,0.474,.474,0,0,0.000,,4,6,0.667,.667,3,7,10,10,1,0,3,2,22,17.60,2.30,19.90,19.90,19.9,48.89,6.39,55.28
947,Kevin Garnett,garneke01,26-301,F-C,03/16/03,RS,MIN,,POR,W,1,38,7,18,0.389,.389,7,18,0.389,.389,0,0,0.000,,3,3,1.000,1000,4,7,11,10,2,3,1,3,17,16.00,5.00,21.00,21.00,21.0,42.11,13.16,55.26
464,Alvin Robertson,roberal01,28-131,G,11/30/90,RS,MIL,,NYK,W,1,40,7,14,0.500,.500,7,14,0.500,.500,0,0,0.000,,3,4,0.750,.750,1,9,10,15,3,0,4,1,17,16.80,5.30,22.10,22.10,22.1,42.00,13.25,55.25
1225,Derrick Rose,rosede01,22-105,G,01/17/11,RS,CHI,@,MEM,W,1,40,7,20,0.350,.350,6,17,0.353,.353,1,3,0.333,.333,7,9,0.778,.778,2,8,10,12,1,1,1,2,22,18.80,3.30,22.10,22.10,22.1,47.00,8.25,55.25
685,Anthony Bowie,bowiean01,32-131,G-F,03/19/96,RS,ORL,,DET,W,1,41,8,14,0.571,.571,8,13,0.615,.615,0,1,0.000,.000,4,5,0.800,.800,1,9,10,10,1,0,1,2,20,19.70,2.90,22.60,22.60,22.6,48.05,7.07,55.12
894,Kobe Bryant,bryanko01,23-173,G-F,02/12/02,RS,LAL,,WAS,W,1,43,9,20,0.450,.450,9,19,0.474,.474,0,1,0.000,.000,5,9,0.556,.556,1,10,11,15,1,1,2,3,23,20.20,3.50,23.70,23.70,23.7,46.98,8.14,55.12
417,Gary Grant,grantga01,24-284,G,01/30/90,RS,LAC,,LAL,W,1,43,9,19,0.474,.474,9,18,0.500,.500,0,1,0.000,.000,4,6,0.667,.667,3,8,11,17,4,0,7,3,22,18.50,5.20,23.70,23.70,23.7,43.02,12.09,55.12
673,Grant Hill,hillgr01,23-139,F-G,02/21/96,RS,DET,,NYK,L,1,47,5,13,0.385,.385,5,12,0.417,.417,0,1,0.000,.000,15,19,0.789,.789,2,13,15,11,0,0,3,1,25,22.40,3.50,25.90,25.90,25.9,47.66,7.45,55.11
1192,Jason Kidd,kiddja01,36-340,G,02/26/10,RS,DAL,@,ATL,W,1,46,7,18,0.389,.389,3,8,0.375,.375,4,10,0.400,.400,1,2,0.500,.500,3,13,16,17,2,0,3,1,19,19.80,5.50,25.30,25.30,25.3,43.04,11.96,55.00
1077,Boris Diaw,diawbo01,24-243,F-C,12/15/06,RS,PHO,,GSW,W,1,45,8,14,0.571,.571,8,14,0.571,.571,0,0,0.000,,5,6,0.833,.833,3,11,14,10,1,1,3,1,21,20.10,4.60,24.70,24.70,24.7,44.67,10.22,54.89
205,Fat Lever,leverfa01,26-137,G,01/02/87,RS,DEN,,HOU,L,1,45,9,17,0.529,.529,9,15,0.600,.600,0,2,0.000,.000,5,5,1.000,1000,4,7,11,12,1,1,3,5,23,22.90,1.80,24.70,24.70,24.7,50.89,4.00,54.89
744,Shareef Abdur-Rahim,abdursh01,20-129,F,04/19/97,RS,VAN,@,PHO,W,1,43,10,17,0.588,.588,9,16,0.563,.563,1,1,1.000,1000,5,8,0.625,.625,3,7,10,10,0,1,4,3,26,22.00,1.60,23.60,23.60,23.6,51.16,3.72,54.88
247,Rodney McCray,mccraro01,25-223,F-G,04/09/87,RS,HOU,,SAC,W,1,41,7,17,0.412,.412,7,17,0.412,.412,0,0,0.000,,6,10,0.600,.600,3,10,13,10,1,3,2,0,20,16.40,6.10,22.50,22.50,22.5,40.00,14.88,54.88
1505,James Harden,hardeja01,27-078,G,11/12/16,RS,HOU,,SAS,L,1,39,7,18,0.389,.389,5,9,0.556,.556,2,9,0.222,.222,9,11,0.818,.818,5,6,11,13,0,0,7,1,25,20.00,1.40,21.40,21.40,21.4,51.28,3.59,54.87
1195,Rajon Rondo,rondora01,24-030,G,03/24/10,RS,BOS,,DEN,W,1,36,4,9,0.444,.444,4,9,0.444,.444,0,0,0.000,,3,6,0.500,.500,6,5,11,15,4,0,4,4,11,15.80,3.90,19.70,19.70,19.7,43.89,10.83,54.72
34,Oscar Robertson,roberos01,23,G,02/14/62,RS,CIN,,CHI,L,1,44.3,12,25,0.478,.478,12,25,0.478,.478,,,,,3,4,0.803,0.803,2,8,10,12,,,,5,27,23.92,0.32,24.24,24.24,,54.00,0.72,54.72
1546,Russell Westbrook,westbru01,28-060,G,01/11/17,RS,OKC,,MEM,W,1,37,6,20,0.300,.300,6,13,0.462,.462,0,7,0.000,.000,12,15,0.800,.800,1,12,13,12,2,1,6,1,24,14.30,5.90,20.20,20.20,20.2,38.65,15.95,54.59
1370,Michael Carter-Williams,cartemi01,23-050,G,11/29/14,RS,PHI,,DAL,L,1,35,4,13,0.308,.308,4,10,0.400,.400,0,3,0.000,.000,10,12,0.833,.833,2,8,10,16,1,0,5,4,18,17.30,1.80,19.10,19.10,19.1,49.43,5.14,54.57
546,Michael Jordan,jordami01,29-306,G-F,12/19/92,RS,CHI,,PHI,L,1,42,11,26,0.423,.423,10,22,0.455,.455,1,4,0.250,.250,0,0,0.803,,4,6,10,10,4,1,1,4,23,18.00,4.90,22.90,22.90,22.9,42.86,11.67,54.52
856,Kobe Bryant,bryanko01,22-177,G-F,02/16/01,RS,LAL,@,CHH,W,1,42,8,17,0.471,.471,8,16,0.500,.500,0,1,0.000,.000,9,10,0.900,.900,2,8,10,10,1,0,4,2,25,20.30,2.60,22.90,22.90,22.9,48.33,6.19,54.52
1394,Ricky Rubio,rubiori01,24-132,G,03/02/15,RS,MIN,,LAC,L,1,40,5,11,0.455,.455,4,7,0.571,.571,1,4,0.250,.250,7,9,0.778,.778,1,11,12,11,1,0,2,1,18,17.90,3.90,21.80,21.80,21.8,44.75,9.75,54.50
1011,Jason Kidd,kiddja01,31-321,G,02/07/05,RS,NJN,,PHI,W,1,49,7,18,0.389,.389,3,7,0.429,.429,4,11,0.364,.364,4,4,1.000,1000,5,6,11,16,0,0,2,0,22,24.90,1.80,26.70,26.70,26.7,50.82,3.67,54.49
1489,Nicolas Batum,batumni01,27-106,F-G,03/29/16,RS,CHO,@,PHI,W,1,38,8,16,0.500,.500,7,12,0.583,.583,1,4,0.250,.250,2,2,1.000,1000,2,9,11,12,1,0,3,2,19,17.80,2.90,20.70,20.70,20.7,46.84,7.63,54.47
1259,J.J. Barea,bareajo01,27-271,G,03/23/12,RS,MIN,@,OKC,L,0,47,10,22,0.455,.455,8,17,0.471,.471,2,5,0.400,.400,3,3,1.000,1000,1,9,10,14,3,0,3,3,25,21.10,4.50,25.60,25.60,25.6,44.89,9.57,54.47
56,Magic Johnson,johnsma02,24-145,G-F,01/06/84,RS,LAL,,SAS,L,1,41,7,15,0.467,.467,7,15,0.467,.467,0,0,0.000,,5,6,0.833,.833,3,7,10,12,5,2,6,4,19,15.40,6.90,22.30,22.30,22.3,37.56,16.83,54.39
1490,Giannis Antetokounmpo,antetgi01,21-117,F-G,04/01/16,RS,MIL,,ORL,W,1,39,5,13,0.385,.385,5,12,0.417,.417,0,1,0.000,.000,8,11,0.727,.727,2,9,11,11,2,3,4,1,18,14.80,6.40,21.20,21.20,21.2,37.95,16.41,54.36
91,Jack Sikma,sikmaja01,29-032,C-F,12/16/84,RS,SEA,@,DEN,W,1,37,6,11,0.545,.545,6,11,0.545,.545,0,0,0.000,,5,6,0.833,.833,0,14,14,10,0,6,5,4,17,13.30,6.80,20.10,20.10,20.1,35.95,18.38,54.32
489,Clyde Drexler,drexlcl01,28-271,G,03/20/91,RS,POR,@,LAC,W,1,40,8,18,0.444,.444,8,15,0.533,.533,0,3,0.000,.000,4,6,0.667,.667,5,8,13,10,1,0,0,5,20,20.30,1.40,21.70,21.70,21.7,50.75,3.50,54.25
600,Oliver Miller,milleol01,23-309,C,02/09/94,RS,PHO,,MIN,W,1,33,6,11,0.545,.545,6,11,0.545,.545,0,0,0.000,,2,4,0.500,.500,3,12,15,11,2,4,7,3,14,10.70,7.20,17.90,17.90,17.9,32.42,21.82,54.24
830,Jason Kidd,kiddja01,27-222,G,10/31/00,RS,PHO,@,GSW,L,1,45,8,17,0.471,.471,7,12,0.583,.583,1,5,0.200,.200,7,8,0.875,.875,1,9,10,11,5,0,5,4,24,18.30,6.10,24.40,24.40,24.4,40.67,13.56,54.22
1377,James Harden,hardeja01,25-109,G,12/13/14,RS,HOU,,DEN,W,1,38,7,20,0.350,.350,5,15,0.333,.333,2,5,0.400,.400,8,9,0.889,.889,0,10,10,10,1,2,3,3,24,16.40,4.20,20.60,20.60,20.6,43.16,11.05,54.21
331,Rodney McCray,mccraro01,27-135,F-G,01/11/89,RS,SAC,@,LAC,W,1,43,8,18,0.444,.444,8,18,0.444,.444,0,0,0.000,,2,2,1.000,1000,6,4,10,10,4,1,2,1,18,17.80,5.50,23.30,23.30,23.3,41.40,12.79,54.19
1026,LeBron James,jamesle01,20-111,F-G,04/20/05,RS,CLE,@,TOR,W,1,48,10,23,0.435,.435,8,15,0.533,.533,2,8,0.250,.250,5,10,0.500,.500,2,12,14,14,0,1,2,1,27,22.10,3.90,26.00,26.00,26.0,46.04,8.13,54.17
