Rk,Player,link,Age,Pos,Date,RG/PL,Tm,,Opp,,GS,MP,FG,FGA,FG%_pt,FG%,2P,2PA,2P%_pt,2P%,3P,3PA,3P%_pt,3P%,FT,FTA,FT%_pt,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Off Production,Def Production,,GmSc_pt,GmSc,oTDR,dTDR,TDR
1347,Kevin Durant,duranke01,25-161,F-G,03/09/2014,RS,OKC,@,LAL,L,1,42,8,19,0.421,0.42,4.00,8.00,0.50,0.50,4.00,11.00,0.36,0.36,7,11,0.636,0.636,1,9,10,12,0,0,5,4,27,19.40,1.10,20.50,20.50,20.50,46.19,2.62,48.81
701,Grant Hill,hillgr01,24-074,F-G,12/18/1996,RS,DET,,NYK,W,1,34,6,13,0.462,0.46,6.00,13.00,0.46,0.46,0.00,0.00,0.00,,5,10,0.500,0.500,1,9,10,11,5,0,1,3,17,15.70,6.50,22.20,22.20,22.20,46.18,19.12,65.29
1414,Blake Griffin,griffbl01,26-037,F,04/22/2015,PL,LAC,,SAS,L,1,47,12,25,0.480,0.48,12.00,24.00,0.50,0.50,0.00,1.00,0.00,0.00,5,7,0.714,0.714,5,7,12,11,1,1,5,2,29,21.70,3.00,24.70,24.70,24.70,46.17,6.38,52.55
117,Magic Johnson,johnsma02,25-191,G-F,02/21/1985,RS,LAL,@,KCK,W,1,39,7,11,0.636,0.64,7.00,11.00,0.64,0.64,0.00,0.00,0.00,,1,2,0.500,0.500,2,8,10,17,0,1,5,2,15,18.00,2.30,20.30,20.30,20.30,46.15,5.90,52.05
125,Fat Lever,leverfa01,24-203,G,03/09/1985,RS,DEN,,IND,W,1,31,4,12,0.333,0.33,4.00,12.00,0.33,0.33,0.00,0.00,0.00,,5,6,0.833,0.833,0,4,4,15,10,0,2,3,13,14.30,10.00,24.30,24.30,24.30,46.13,32.26,78.39
1032,LeBron James,jamesle01,21-005,F-G,01/04/2006,RS,CLE,@,MIL,W,1,46,12,29,0.414,0.41,10.00,21.00,0.48,0.48,2.00,8.00,0.25,0.25,6,7,0.857,0.857,2,9,11,11,5,1,4,1,32,21.20,8.00,29.20,29.20,29.20,46.09,17.39,63.48
955,Jason Kidd,kiddja01,30-039,G,05/01/2003,PL,NJN,@,MIL,W,1,38,5,11,0.455,0.46,4.00,6.00,0.67,0.67,1.00,5.00,0.20,0.20,11,14,0.786,0.786,1,10,11,11,3,0,6,3,22,17.50,4.80,22.30,22.30,22.30,46.05,12.63,58.68
354,Fat Lever,leverfa01,28-196,G,03/02/1989,RS,DEN,,HOU,W,1,38,6,12,0.500,0.50,6.00,12.00,0.50,0.50,0.00,0.00,0.00,,5,8,0.625,0.625,1,10,11,10,0,1,0,2,17,17.50,2.90,20.40,20.40,20.40,46.05,7.63,53.68
1026,LeBron James,jamesle01,20-111,F-G,04/20/2005,RS,CLE,@,TOR,W,1,48,10,23,0.435,0.44,8.00,15.00,0.53,0.53,2.00,8.00,0.25,0.25,5,10,0.500,0.500,2,12,14,14,0,1,2,1,27,22.10,3.90,26.00,26.00,26.00,46.04,8.13,54.17
1066,LeBron James,jamesle01,21-113,F-G,04/22/2006,PL,CLE,,WAS,W,1,48,12,27,0.444,0.44,11.00,23.00,0.48,0.48,1.00,4.00,0.25,0.25,7,11,0.636,0.636,3,8,11,11,0,0,4,3,32,22.10,1.20,23.30,23.30,23.30,46.04,2.50,48.54
932,Sam Cassell,cassesa01,33-065,G,01/22/2003,RS,MIL,@,BOS,W,1,35,6,15,0.400,0.40,6.00,12.00,0.50,0.50,0.00,3.00,0.00,0.00,2,2,1.000,1.000,0,11,11,16,0,0,1,0,14,16.10,3.30,19.40,19.40,19.40,46.00,9.43,55.43
725,Kevin Johnson,johnske02,31-013,G,03/17/1997,RS,PHO,@,GSW,W,1,45,5,11,0.455,0.46,4.00,7.00,0.57,0.57,1.00,4.00,0.25,0.25,8,9,0.889,0.889,1,9,10,13,2,0,2,3,19,20.70,3.50,24.20,24.20,24.20,46.00,7.78,53.78
897,Mark Jackson,jacksma01,36-325,G,02/20/2002,RS,NYK,@,CHI,L,1,35,6,13,0.462,0.46,3.00,7.00,0.43,0.43,3.00,6.00,0.50,0.50,0,0,0.000,0.000,1,9,10,13,0,0,2,2,15,16.10,1.90,18.00,18.00,18.00,46.00,5.43,51.43
488,Magic Johnson,johnsma02,31-210,G-F,03/12/1991,RS,LAL,@,MIA,W,1,42,4,12,0.333,0.33,4.00,11.00,0.36,0.36,0.00,1.00,0.00,0.00,13,14,0.929,0.929,1,10,11,14,2,0,5,2,21,19.30,4.20,23.50,23.50,23.50,45.95,10.00,55.95
196,Isiah Thomas,thomais01,25-212,G,11/28/1986,RS,DET,,MIL,W,1,37,1,7,0.143,0.14,1.00,5.00,0.20,0.20,0.00,2.00,0.00,0.00,10,10,1.000,1.000,0,11,11,15,1,0,1,2,12,17.00,3.50,20.50,20.50,20.50,45.95,9.46,55.41
703,Chris Mullin,mullich01,33-157,F-G,01/03/1997,RS,GSW,,PHI,W,1,44,8,10,0.800,0.80,7.00,7.00,1.00,"1,000.00",1.00,3.00,0.33,0.33,2,2,1.000,1.000,0,10,10,10,3,1,2,3,19,20.20,5.50,25.70,25.70,25.70,45.91,12.50,58.41
291,Magic Johnson,johnsma02,28-205,G-F,03/06/1988,RS,LAL,@,DAL,W,1,39,5,11,0.455,0.46,5.00,11.00,0.45,0.46,0.00,0.00,0.00,,4,4,1.000,1.000,2,8,10,16,1,0,3,1,14,17.90,3.00,20.90,20.90,20.90,45.90,7.69,53.59
444,Tim Hardaway,hardati01,23-214,G,04/03/1990,RS,GSW,@,ORL,W,1,41,9,18,0.500,0.50,8.00,14.00,0.57,0.57,1.00,4.00,0.25,0.25,6,10,0.600,0.600,0,10,10,12,3,0,4,3,25,18.80,4.80,23.60,23.60,23.60,45.85,11.71,57.56
217,Larry Bird,birdla01,30-058,F,02/03/1987,RS,BOS,@,ATL,L,1,48,9,24,0.375,0.38,7.00,19.00,0.37,0.37,2.00,5.00,0.40,0.40,6,6,1.000,1.000,2,13,15,14,3,0,2,0,26,22.00,6.90,28.90,28.90,28.90,45.83,14.38,60.21
99,Paul Pressey,presspa01,26-010,G-F,01/03/1985,RS,MIL,,LAC,W,1,36,7,10,0.700,0.70,7.00,10.00,0.70,0.70,0.00,0.00,0.00,,3,4,0.750,0.750,2,10,12,11,1,1,5,5,17,16.50,2.70,19.20,19.20,19.20,45.83,7.50,53.33
905,Tim Duncan,duncati01,25-360,F-C,04/20/2002,PL,SAS,,SEA,W,1,38,7,13,0.538,0.54,7.00,13.00,0.54,0.54,0.00,0.00,0.00,,7,7,1.000,1.000,0,10,10,11,0,5,5,2,21,17.40,5.70,23.10,23.10,23.10,45.79,15.00,60.79
1532,Nicolas Batum,batumni01,28-009,F-G,12/23/2016,RS,CHO,,CHI,W,1,40,7,15,0.467,0.47,6.00,10.00,0.60,0.60,1.00,5.00,0.20,0.20,5,6,0.833,0.833,2,9,11,10,1,1,2,0,20,18.30,4.40,22.70,22.70,22.70,45.75,11.00,56.75
720,Mark Jackson,jacksma01,31-335,G,03/02/1997,RS,IND,,LAL,W,1,42,6,12,0.500,0.50,5.00,10.00,0.50,0.50,1.00,2.00,0.50,0.50,4,4,1.000,1.000,1,9,10,15,2,1,3,1,17,19.20,5.00,24.20,24.20,24.20,45.71,11.90,57.62
116,Larry Nance,nancela01,26-008,F-C,02/20/1985,RS,PHO,,HOU,L,1,44,7,18,0.389,0.39,7.00,18.00,0.39,0.39,0.00,0.00,0.00,,5,5,1.000,1.000,6,4,10,11,5,1,1,2,19,20.10,6.10,26.20,26.20,26.20,45.68,13.86,59.55
1411,LeBron James,jamesle01,30-096,F-G,04/05/2015,RS,CLE,,CHI,W,1,37,8,17,0.471,0.47,7.00,14.00,0.50,0.50,1.00,3.00,0.33,0.33,3,6,0.500,0.500,2,8,10,12,3,1,3,4,20,16.90,4.50,21.40,21.40,21.40,45.68,12.16,57.84
1012,Chris Webber,webbech01,31-344,F-C,02/08/2005,RS,SAC,,PHO,L,1,39,9,22,0.409,0.41,8.00,20.00,0.40,0.40,1.00,2.00,0.50,0.50,5,8,0.625,0.625,2,8,10,12,1,1,3,4,24,17.80,2.50,20.30,20.30,20.30,45.64,6.41,52.05
1349,Isaiah Thomas,thomais02,25-039,G,03/18/2014,RS,SAC,,WAS,W,1,43,6,16,0.375,0.38,4.00,9.00,0.44,0.44,2.00,7.00,0.29,0.29,10,10,1.000,1.000,2,9,11,10,0,1,4,5,24,19.60,1.40,21.00,21.00,21.00,45.58,3.26,48.84
989,Bob Sura,surabo01,31-015,G,04/09/2004,RS,ATL,@,CHI,W,1,38,5,7,0.714,0.71,5.00,6.00,0.83,0.83,0.00,1.00,0.00,0.00,2,2,1.000,1.000,4,7,11,12,2,0,3,3,12,17.30,2.90,20.20,20.20,20.20,45.53,7.63,53.16
661,Sherman Douglas,douglsh01,29-112,G,01/05/1996,RS,MIL,,POR,W,1,38,3,8,0.375,0.38,2.00,6.00,0.33,0.33,1.00,2.00,0.50,0.50,8,8,1.000,1.000,0,10,10,11,1,0,1,3,15,17.30,2.80,20.10,20.10,20.10,45.53,7.37,52.89
870,Antoine Walker,walkean02,24-229,F,03/29/2001,RS,BOS,@,CHI,W,1,40,7,22,0.318,0.32,2.00,10.00,0.20,0.20,5.00,12.00,0.42,0.42,4,9,0.444,0.444,3,8,11,11,1,1,0,4,23,18.20,2.50,20.70,20.70,20.70,45.50,6.25,51.75
451,Fat Lever,leverfa01,29-245,G,04/20/1990,RS,DEN,,SAS,L,1,40,9,16,0.563,0.56,8.00,14.00,0.57,0.57,1.00,2.00,0.50,0.50,1,3,0.333,0.333,7,15,22,11,2,0,6,5,20,18.20,4.50,22.70,22.70,22.70,45.50,11.25,56.75
1134,LeBron James,jamesle01,23-051,F-G,02/19/2008,RS,CLE,,HOU,L,1,42,7,18,0.389,0.39,3.00,11.00,0.27,0.27,4.00,7.00,0.57,0.57,8,11,0.727,0.727,2,11,13,11,2,0,5,2,26,19.10,4.50,23.60,23.60,23.60,45.48,10.71,56.19
991,Steve Francis,francst01,27-058,G,04/19/2004,PL,HOU,@,LAL,L,1,44,6,11,0.545,0.55,5.00,8.00,0.63,0.63,1.00,3.00,0.33,0.33,5,8,0.625,0.625,3,7,10,12,3,1,2,3,18,20.00,4.60,24.60,24.60,24.60,45.45,10.45,55.91
862,Jeff McInnis,mcinnje01,26-145,G,03/16/2001,RS,LAC,,GSW,W,1,44,8,15,0.533,0.53,5.00,10.00,0.50,0.50,3.00,5.00,0.60,0.60,2,3,0.667,0.667,0,12,12,11,1,0,1,2,21,20.00,3.80,23.80,23.80,23.80,45.45,8.64,54.09
815,Chris Webber,webbech01,27-027,F-C,03/28/2000,RS,SAC,,NYK,W,1,44,9,19,0.474,0.47,9.00,18.00,0.50,0.50,0.00,1.00,0.00,0.00,3,4,0.750,0.750,2,8,10,11,1,2,0,3,21,20.00,3.60,23.60,23.60,23.60,45.45,8.18,53.64
778,Grant Hill,hillgr01,26-167,F-G,03/21/1999,RS,DET,,UTA,W,1,44,10,23,0.435,0.44,10.00,23.00,0.43,0.44,0.00,0.00,0.00,,9,15,0.600,0.600,4,9,13,11,2,0,5,3,29,20.00,3.50,23.50,23.50,23.50,45.45,7.95,53.41
98,Magic Johnson,johnsma02,25-137,G-F,12/29/1984,RS,LAL,,LAC,W,1,44,5,12,0.417,0.42,5.00,12.00,0.42,0.42,0.00,0.00,0.00,,5,8,0.625,0.625,2,8,10,16,1,1,0,2,15,20.00,3.30,23.30,23.30,23.30,45.45,7.50,52.95
101,Micheal Ray Richardson,richami01,29-268,G-F,01/04/1985,RS,NJN,,PHO,W,1,46,11,28,0.393,0.39,11.00,28.00,0.39,0.39,0.00,0.00,0.00,,4,6,0.667,0.667,5,6,11,12,4,0,1,3,26,20.90,4.60,25.50,25.50,25.50,45.43,10.00,55.43
273,Magic Johnson,johnsma02,28-152,G-F,01/13/1988,RS,LAL,@,LAC,L,1,46,8,21,0.381,0.38,7.00,19.00,0.37,0.37,1.00,2.00,0.50,0.50,10,13,0.769,0.769,5,6,11,13,2,0,6,0,27,20.90,3.80,24.70,24.70,24.70,45.43,8.26,53.70
718,Grant Hill,hillgr01,24-146,F-G,02/28/1997,RS,DET,@,BOS,W,1,46,11,21,0.524,0.52,11.00,19.00,0.58,0.58,0.00,2.00,0.00,0.00,7,11,0.636,0.636,2,10,12,12,1,2,6,2,29,20.90,4.60,25.50,25.50,25.50,45.43,10.00,55.43
1565,Russell Westbrook,westbru01,28-089,G,02/09/2017,RS,OKC,,CLE,W,1,35,11,27,0.407,0.41,9.00,21.00,0.43,0.43,2.00,6.00,0.33,0.33,5,5,1.000,1.000,1,11,12,11,4,0,7,4,29,15.90,5.70,21.60,21.60,21.60,45.43,16.29,61.71
1432,Marc Gasol,gasolma01,30-295,C,11/20/2015,RS,MEM,,HOU,W,1,37,7,14,0.500,0.50,7.00,14.00,0.50,0.50,0.00,0.00,0.00,,2,2,1.000,1.000,3,8,11,11,4,0,2,2,16,16.80,5.60,22.40,22.40,22.40,45.41,15.14,60.54
1571,LeBron James,jamesle01,32-055,F-G,02/23/2017,RS,CLE,,NYK,W,1,37,7,11,0.636,0.64,7.00,9.00,0.78,0.78,0.00,2.00,0.00,0.00,4,6,0.667,0.667,0,13,13,15,0,3,6,1,18,16.80,5.60,22.40,22.40,22.40,45.41,15.14,60.54
544,Otis Thorpe,thorpot01,30-134,F-C,12/17/1992,RS,HOU,,SAS,W,1,37,6,11,0.545,0.55,6.00,11.00,0.55,0.55,0.00,0.00,0.00,,0,2,0.000,0.000,7,12,19,10,0,0,1,3,12,16.80,2.40,19.20,19.20,19.20,45.41,6.49,51.89
639,Dana Barros,barroda01,27-360,G,04/08/1995,RS,PHI,,ORL,W,1,43,6,20,0.300,0.30,4.00,14.00,0.29,0.29,2.00,6.00,0.33,0.33,11,12,0.917,0.917,0,10,10,15,3,0,4,2,25,19.50,5.20,24.70,24.70,24.70,45.35,12.09,57.44
165,Alvin Robertson,roberal01,23-211,G,02/18/1986,RS,SAS,,PHO,W,1,36,8,17,0.471,0.47,8.00,17.00,0.47,0.47,0.00,0.00,0.00,,4,6,0.667,0.667,4,7,11,10,10,0,4,5,20,16.30,10.10,26.40,26.40,26.40,45.28,28.06,73.33
144,Alvin Robertson,roberal01,23-123,G,11/22/1985,RS,SAS,,IND,W,1,38,5,12,0.417,0.42,5.00,12.00,0.42,0.42,0.00,0.00,0.00,,4,4,1.000,1.000,8,4,12,10,3,2,3,3,14,17.20,4.40,21.60,21.60,21.60,45.26,11.58,56.84
1601,James Harden,hardeja01,27-214,G,03/28/2017,RS,HOU,,GSW,L,1,38,5,20,0.250,0.25,4.00,11.00,0.36,0.36,1.00,9.00,0.11,0.11,13,13,1.000,1.000,3,8,11,13,1,0,6,1,24,17.20,3.00,20.20,20.20,20.20,45.26,7.89,53.16
201,Fat Lever,leverfa01,26-120,G,12/16/1986,RS,DEN,@,SAC,W,1,40,7,16,0.438,0.44,7.00,15.00,0.47,0.47,0.00,1.00,0.00,0.00,3,3,1.000,1.000,1,10,11,14,6,0,1,1,17,18.10,8.60,26.70,26.70,26.70,45.25,21.50,66.75
908,Gary Payton,paytoga01,33-282,G,05/01/2002,PL,SEA,,SAS,W,1,44,11,22,0.500,0.50,9.00,19.00,0.47,0.47,2.00,3.00,0.67,0.67,4,6,0.667,0.667,0,12,12,11,1,1,4,5,28,19.90,3.30,23.20,23.20,23.20,45.23,7.50,52.73
503,Magic Johnson,johnsma02,31-292,G-F,06/02/1991,PL,LAL,@,CHI,W,1,43,4,5,0.800,0.80,2.00,3.00,0.67,0.67,2.00,2.00,1.00,1.00,9,10,0.900,0.900,0,10,10,11,1,0,5,2,19,19.40,3.20,22.60,22.60,22.60,45.12,7.44,52.56
1302,Joakim Noah,noahjo01,28-003,C,02/28/2013,RS,CHI,,PHI,W,1,45,8,12,0.667,0.67,8.00,12.00,0.67,0.67,0.00,0.00,0.00,,7,9,0.778,0.778,8,13,21,1,3,11,3,1,23,20.30,14.20,34.50,34.50,34.50,45.11,31.56,76.67
1520,Rajon Rondo,rondora01,30-284,G,12/02/2016,RS,CHI,,CLE,W,1,36,7,12,0.583,0.58,6.00,11.00,0.55,0.55,1.00,1.00,1.00,"1,000.00",0,0,0.000,0.000,2,8,10,12,3,1,3,4,15,16.20,4.50,20.70,20.70,20.70,45.00,12.50,57.50
627,Rod Strickland,stricro02,28-219,G,02/15/1995,RS,POR,@,PHO,L,1,48,10,25,0.400,0.40,9.00,24.00,0.38,0.38,1.00,1.00,1.00,"1,000.00",5,9,0.556,0.556,3,8,11,18,1,0,4,4,26,21.60,1.80,23.40,23.40,23.40,45.00,3.75,48.75
343,Fat Lever,leverfa01,28-168,G,02/02/1989,RS,DEN,,ATL,W,1,44,5,18,0.278,0.28,5.00,18.00,0.28,0.28,0.00,0.00,0.00,,13,14,0.929,0.929,3,10,13,11,2,0,2,3,23,19.80,3.80,23.60,23.60,23.60,45.00,8.64,53.64
1313,Paul George,georgpa01,22-354,F,04/21/2013,PL,IND,,ATL,W,1,44,3,13,0.231,0.23,3.00,8.00,0.38,0.38,0.00,5.00,0.00,0.00,17,18,0.944,0.944,1,10,11,12,1,1,4,3,23,19.80,3.50,23.30,23.30,23.30,45.00,7.95,52.95
535,Pooh Richardson,richapo01,26-198,G,11/28/1992,RS,IND,@,CHH,W,1,42,5,9,0.556,0.56,5.00,9.00,0.56,0.56,0.00,0.00,0.00,,4,4,1.000,1.000,5,5,10,11,2,0,2,1,14,18.90,3.10,22.00,22.00,22.00,45.00,7.38,52.38
1193,Tyreke Evans,evansty01,20-172,G-F,03/10/2010,RS,SAC,,TOR,W,1,36,7,15,0.467,0.47,7.00,13.00,0.54,0.54,0.00,2.00,0.00,0.00,5,7,0.714,0.714,1,9,10,10,0,0,2,2,19,16.20,1.90,18.10,18.10,18.10,45.00,5.28,50.28
1177,Rajon Rondo,rondora01,23-063,G,04/26/2009,PL,BOS,@,CHI,L,1,55,9,18,0.500,0.50,9.00,17.00,0.53,0.53,0.00,1.00,0.00,0.00,7,9,0.778,0.778,4,7,11,11,2,0,1,5,25,24.70,2.10,26.80,26.80,26.80,44.91,3.82,48.73
641,Clyde Drexler,drexlcl01,32-293,G,04/11/1995,RS,HOU,,DAL,L,1,51,8,24,0.333,0.33,7.00,17.00,0.41,0.41,1.00,7.00,0.14,0.14,12,12,1.000,1.000,4,7,11,11,3,1,3,4,29,22.90,4.20,27.10,27.10,27.10,44.90,8.24,53.14
1259,J.J. Barea,bareajo01,27-271,G,03/23/2012,RS,MIN,@,OKC,L,0,47,10,22,0.455,0.46,8.00,17.00,0.47,0.47,2.00,5.00,0.40,0.40,3,3,1.000,1.000,1,9,10,14,3,0,3,3,25,21.10,4.50,25.60,25.60,25.60,44.89,9.57,54.47
1277,LeBron James,jamesle01,27-340,F-G,12/04/2012,RS,MIA,@,WAS,L,1,43,12,24,0.500,0.50,11.00,20.00,0.55,0.55,1.00,4.00,0.25,0.25,1,3,0.333,0.333,2,11,13,11,3,2,3,1,26,19.30,7.30,26.60,26.60,26.60,44.88,16.98,61.86
1426,Rajon Rondo,rondora01,29-264,G,11/13/2015,RS,SAC,,BRK,W,1,44,10,19,0.526,0.53,8.00,15.00,0.53,0.53,2.00,4.00,0.50,0.50,1,4,0.250,0.250,2,8,10,14,2,0,4,2,23,19.70,3.60,23.30,23.30,23.30,44.77,8.18,52.95
1152,Andre Miller,millean02,32-276,G,12/20/2008,RS,PHI,,IND,L,1,42,5,12,0.417,0.42,5.00,11.00,0.45,0.46,0.00,1.00,0.00,0.00,4,4,1.000,1.000,4,6,10,12,1,0,0,4,14,18.80,1.20,20.00,20.00,20.00,44.76,2.86,47.62
1394,Ricky Rubio,rubiori01,24-132,G,03/02/2015,RS,MIN,,LAC,L,1,40,5,11,0.455,0.46,4.00,7.00,0.57,0.57,1.00,4.00,0.25,0.25,7,9,0.778,0.778,1,11,12,11,1,0,2,1,18,17.90,3.90,21.80,21.80,21.80,44.75,9.75,54.50
1526,Tim Frazier,fraziti01,26-040,G,12/11/2016,RS,NOP,@,PHO,W,0,38,4,10,0.400,0.40,4.00,8.00,0.50,0.50,0.00,2.00,0.00,0.00,6,7,0.857,0.857,3,8,11,11,5,1,1,4,14,17.00,6.50,23.50,23.50,23.50,44.74,17.11,61.84
804,Andre Miller,millean02,23-323,G,02/05/2000,RS,CLE,,ATL,L,1,47,10,24,0.417,0.42,10.00,22.00,0.45,0.46,0.00,2.00,0.00,0.00,8,8,1.000,1.000,2,8,10,12,1,0,4,2,28,21.00,2.60,23.60,23.60,23.60,44.68,5.53,50.21
1077,Boris Diaw,diawbo01,24-243,F-C,12/15/2006,RS,PHO,,GSW,W,1,45,8,14,0.571,0.57,8.00,14.00,0.57,0.57,0.00,0.00,0.00,,5,6,0.833,0.833,3,11,14,10,1,1,3,1,21,20.10,4.60,24.70,24.70,24.70,44.67,10.22,54.89
295,Alvin Robertson,roberal01,25-247,G,03/25/1988,RS,SAS,,DET,W,1,39,5,12,0.417,0.42,5.00,12.00,0.42,0.42,0.00,0.00,0.00,,5,6,0.833,0.833,4,6,10,12,8,1,2,4,15,17.40,8.90,26.30,26.30,26.30,44.62,22.82,67.44
649,Charles Barkley,barklch01,32-275,F,11/22/1995,RS,PHO,,ATL,W,1,39,8,13,0.615,0.62,8.00,11.00,0.73,0.73,0.00,2.00,0.00,0.00,4,6,0.667,0.667,2,10,12,11,0,0,5,3,20,17.40,1.80,19.20,19.20,19.20,44.62,4.62,49.23
321,Terry Porter,portete01,25-252,G,12/16/1988,RS,POR,@,PHO,L,1,37,7,16,0.438,0.44,6.00,13.00,0.46,0.46,1.00,3.00,0.33,0.33,2,2,1.000,1.000,2,11,13,15,2,1,4,4,17,16.50,4.40,20.90,20.90,20.90,44.59,11.89,56.49
1552,Russell Westbrook,westbru01,28-067,G,01/18/2017,RS,OKC,@,GSW,L,1,35,8,23,0.348,0.35,7.00,17.00,0.41,0.41,1.00,6.00,0.17,0.17,10,11,0.909,0.909,4,11,15,13,2,2,10,5,27,15.60,4.70,20.30,20.30,20.30,44.57,13.43,58.00
345,Jerome Kersey,kerseje01,26-223,F,02/04/1989,RS,POR,,SAS,W,1,33,4,13,0.308,0.31,4.00,13.00,0.31,0.31,0.00,0.00,0.00,,6,10,0.600,0.600,4,6,10,10,1,1,0,4,14,14.70,1.90,16.60,16.60,16.60,44.55,5.76,50.30
980,Chauncey Billups,billuch01,27-148,G,02/20/2004,RS,DET,,MIN,L,1,44,7,13,0.538,0.54,5.00,9.00,0.56,0.56,2.00,4.00,0.50,0.50,4,6,0.667,0.667,0,10,10,11,0,0,1,6,20,19.60,0.60,20.20,20.20,20.20,44.55,1.36,45.91
1598,Elfrid Payton,paytoel01,23-030,G,03/24/2017,RS,ORL,,DET,W,1,29,5,11,0.455,0.46,4.00,10.00,0.40,0.40,1.00,1.00,1.00,"1,000.00",3,5,0.600,0.600,2,9,11,10,0,0,3,1,14,12.90,2.30,15.20,15.20,15.20,44.48,7.93,52.41
1399,Kyle Lowry,lowryky01,28-356,G,03/16/2015,RS,TOR,@,IND,W,1,38,7,13,0.538,0.54,2.00,5.00,0.40,0.40,5.00,8.00,0.63,0.63,1,3,0.333,0.333,0,11,11,10,3,0,3,4,20,16.90,4.70,21.60,21.60,21.60,44.47,12.37,56.84
1350,Paul Millsap,millspa01,29-036,F,03/18/2014,RS,ATL,,TOR,W,1,38,6,16,0.375,0.38,5.00,13.00,0.38,0.39,1.00,3.00,0.33,0.33,6,7,0.857,0.857,3,10,13,10,1,0,2,3,19,16.90,2.80,19.70,19.70,19.70,44.47,7.37,51.84
1383,Russell Westbrook,westbru01,26-065,G,01/16/2015,RS,OKC,,GSW,W,1,36,7,19,0.368,0.37,6.00,15.00,0.40,0.40,1.00,4.00,0.25,0.25,2,4,0.500,0.500,3,12,15,16,4,0,3,4,17,16.00,6.00,22.00,22.00,22.00,44.44,16.67,61.11
1332,Nicolas Batum,batumni01,25-025,F-G,01/08/2014,RS,POR,,ORL,W,1,34,6,14,0.429,0.43,4.00,8.00,0.50,0.50,2.00,6.00,0.33,0.33,0,0,0.000,0.000,1,9,10,14,1,1,2,3,14,15.10,3.20,18.30,18.30,18.30,44.41,9.41,53.82
951,Kevin Garnett,garneke01,26-322,F-C,04/06/2003,RS,MIN,@,POR,W,1,41,8,15,0.533,0.53,8.00,14.00,0.57,0.57,0.00,1.00,0.00,0.00,0,0,0.000,0.000,3,11,14,12,1,0,1,2,16,18.20,3.50,21.70,21.70,21.70,44.39,8.54,52.93
551,Detlef Schrempf,schrede01,29-350,F-C,01/05/1993,RS,IND,,LAC,W,1,39,5,14,0.357,0.36,5.00,14.00,0.36,0.36,0.00,0.00,0.00,,5,7,0.714,0.714,5,13,18,12,1,1,1,3,15,17.30,4.40,21.70,21.70,21.70,44.36,11.28,55.64
909,Jason Kidd,kiddja01,29-057,G,05/19/2002,PL,NJN,,BOS,W,1,39,4,10,0.400,0.40,3.00,7.00,0.43,0.43,1.00,3.00,0.33,0.33,9,10,0.900,0.900,2,11,13,11,0,1,4,2,18,17.30,3.20,20.50,20.50,20.50,44.36,8.21,52.56
1015,Jason Kidd,kiddja01,31-330,G,02/16/2005,RS,NJN,,SAC,W,1,40,7,14,0.500,0.50,4.00,9.00,0.44,0.44,3.00,5.00,0.60,0.60,2,2,1.000,1.000,1,10,11,10,1,0,2,1,19,17.70,3.60,21.30,21.30,21.30,44.25,9.00,53.25
515,Otis Thorpe,thorpot01,29-162,F-C,01/14/1992,RS,HOU,,DEN,W,1,38,6,11,0.545,0.55,6.00,11.00,0.55,0.55,0.00,0.00,0.00,,4,4,1.000,1.000,3,10,13,10,3,0,3,2,16,16.80,5.20,22.00,22.00,22.00,44.21,13.68,57.89
912,Jason Kidd,kiddja01,29-074,G,06/05/2002,PL,NJN,@,LAL,L,1,43,11,26,0.423,0.42,10.00,23.00,0.43,0.44,1.00,3.00,0.33,0.33,0,1,0.000,0.000,6,4,10,10,3,0,1,1,23,19.00,3.80,22.80,22.80,22.80,44.19,8.84,53.02
148,Magic Johnson,johnsma02,26-107,G-F,11/29/1985,RS,LAL,,SEA,W,1,39,3,11,0.273,0.27,3.00,11.00,0.27,0.27,0.00,0.00,0.00,,8,8,1.000,1.000,4,12,16,17,4,0,5,1,14,17.20,7.20,24.40,24.40,24.40,44.10,18.46,62.56
470,Larry Bird,birdla01,34-016,F,12/23/1990,RS,BOS,,ATL,W,1,32,7,11,0.636,0.64,7.00,10.00,0.70,0.70,0.00,1.00,0.00,0.00,0,0,0.000,0.000,0,10,10,10,0,2,2,1,14,14.10,4.00,18.10,18.10,18.10,44.06,12.50,56.56
1200,Jason Kidd,kiddja01,37-018,G,04/10/2010,RS,DAL,@,SAC,W,1,32,4,6,0.667,0.67,2.00,3.00,0.67,0.67,2.00,3.00,0.67,0.67,1,2,0.500,0.500,0,10,10,13,2,0,3,3,11,14.10,3.80,17.90,17.90,17.90,44.06,11.88,55.94
5,Oscar Robertson,roberos01,22,G,11/01/1961,RS,CIN,@,LAL,L,1,44,7,15,0.478,0.48,7.00,14.64,0.48,0.48,,,,,4,6,0.667,0.667,3,10,13,11,,,,3,18,19.52,1.81,21.33,21.33,,44.05,4.10,48.15
1151,Tracy McGrady,mcgratr01,29-206,F-G,12/16/2008,RS,HOU,,DEN,W,1,37,8,17,0.471,0.47,5.00,12.00,0.42,0.42,3.00,5.00,0.60,0.60,1,2,0.500,0.500,2,12,14,10,1,3,3,3,20,16.30,5.50,21.80,21.80,21.80,44.05,14.86,58.92
