Rk,Player,link,Age,Pos,Date,RG/PL,Tm,,Opp,,GS,MP,FG,FGA,FG%_pt,FG%,2P,2PA,2P%_pt,2P%,3P,3PA,3P%_pt,3P%,FT,FTA,FT%_pt,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Off Production,Def Production,,GmSc_pt,GmSc,oTDR,dTDR,TDR
406,Hakeem Olajuwon,olajuha01,26-330,C,12/17/1989,RS,HOU,,ORL,W,1,43,10,18,0.556,0.56,10.00,18.00,0.56,0.56,0.00,0.00,0.00,,12,20,0.600,0.600,6,19,25,2,3,10,5,4,32,20.80,14.10,34.90,34.90,34.90,48.37,32.79,81.16
856,Kobe Bryant,bryanko01,22-177,G-F,02/16/2001,RS,LAL,@,CHH,W,1,42,8,17,0.471,0.47,8.00,16.00,0.50,0.50,0.00,1.00,0.00,0.00,9,10,0.900,0.900,2,8,10,10,1,0,4,2,25,20.30,2.60,22.90,22.90,22.90,48.33,6.19,54.52
141,Micheal Ray Richardson,richami01,30-202,G-F,10/30/1985,RS,NJN,,IND,W,1,54,15,31,0.484,0.48,15.00,29.00,0.52,0.52,0.00,2.00,0.00,0.00,8,12,0.667,0.667,1,10,11,11,9,0,3,5,38,26.10,10.00,36.10,36.10,36.10,48.33,18.52,66.85
1023,Kevin Garnett,garneke01,28-329,F-C,04/13/2005,RS,MIN,,GSW,W,1,36,9,16,0.563,0.56,9.00,16.00,0.56,0.56,0.00,0.00,0.00,,3,4,0.750,0.750,1,14,15,11,1,1,4,2,21,17.40,5.10,22.50,22.50,22.50,48.33,14.17,62.50
970,Jason Kidd,kiddja01,30-278,G,12/26/2003,RS,NJN,@,DET,W,1,42,7,18,0.389,0.39,3.00,13.00,0.23,0.23,4.00,5.00,0.80,0.80,6,7,0.857,0.857,3,8,11,12,2,0,4,3,24,20.30,3.20,23.50,23.50,23.50,48.33,7.62,55.95
722,Anthony Mason,masonan01,30-080,F,03/04/1997,RS,CHH,,SAS,W,1,46,7,10,0.700,0.70,7.00,10.00,0.70,0.70,0.00,0.00,0.00,,5,6,0.833,0.833,2,11,13,12,0,1,2,4,19,22.20,2.40,24.60,24.60,24.60,48.26,5.22,53.48
340,Darrell Walker,walkeda01,27-328,G,01/31/1989,RS,WSB,,BOS,W,1,39,4,8,0.500,0.50,4.00,8.00,0.50,0.50,0.00,0.00,0.00,,7,7,1.000,1.000,3,8,11,11,5,2,2,1,15,18.80,8.40,27.20,27.20,27.20,48.21,21.54,69.74
552,Detlef Schrempf,schrede01,29-357,F-C,01/12/1993,RS,IND,,PHI,W,1,39,8,14,0.571,0.57,8.00,13.00,0.62,0.62,0.00,1.00,0.00,0.00,4,5,0.800,0.800,4,6,10,10,3,0,4,3,20,18.80,3.60,22.40,22.40,22.40,48.21,9.23,57.44
1494,Russell Westbrook,westbru01,27-145,G,04/05/2016,RS,OKC,@,DEN,W,1,27,4,9,0.444,0.44,2.00,5.00,0.40,0.40,2.00,4.00,0.50,0.50,3,5,0.600,0.600,3,11,14,12,2,0,5,1,13,13.00,4.90,17.90,17.90,17.90,48.15,18.15,66.30
81,Magic Johnson,johnsma02,24-285,G-F,05/25/1984,PL,LAL,@,PHO,W,1,43,7,13,0.538,0.54,7.00,13.00,0.54,0.54,0.00,0.00,0.00,,2,2,1.000,1.000,7,4,11,13,1,1,3,4,16,20.70,1.30,22.00,22.00,22.00,48.14,3.02,51.16
263,Fat Lever,leverfa01,27-113,G,12/09/1987,RS,DEN,@,BOS,W,1,42,7,15,0.467,0.47,7.00,15.00,0.47,0.47,0.00,0.00,0.00,,4,5,0.800,0.800,6,5,11,13,2,0,3,3,18,20.20,2.30,22.50,22.50,22.50,48.10,5.48,53.57
531,Scottie Pippen,pippesc01,27-042,F-G,11/06/1992,RS,CHI,@,CLE,W,1,36,10,23,0.435,0.44,9.00,20.00,0.45,0.45,1.00,3.00,0.33,0.33,1,2,0.500,0.500,4,6,10,10,0,0,2,4,22,17.30,0.20,17.50,17.50,17.50,48.06,0.56,48.61
1035,Mike Miller,millemi01,25-325,F-G,01/10/2006,RS,MEM,,SAC,W,0,41,8,16,0.500,0.50,4.00,7.00,0.57,0.57,4.00,9.00,0.44,0.44,1,1,1.000,1.000,1,9,10,10,2,1,1,2,21,19.70,4.60,24.30,24.30,24.30,48.05,11.22,59.27
685,Anthony Bowie,bowiean01,32-131,G-F,03/19/1996,RS,ORL,,DET,W,1,41,8,14,0.571,0.57,8.00,13.00,0.62,0.62,0.00,1.00,0.00,0.00,4,5,0.800,0.800,1,9,10,10,1,0,1,2,20,19.70,2.90,22.60,22.60,22.60,48.05,7.07,55.12
1580,Elfrid Payton,paytoel01,23-012,G,03/06/2017,RS,ORL,,NYK,L,1,35,7,13,0.538,0.54,7.00,12.00,0.58,0.58,0.00,1.00,0.00,0.00,2,2,1.000,1.000,3,8,11,10,1,0,2,4,16,16.80,1.80,18.60,18.60,18.60,48.00,5.14,53.14
1381,Draymond Green,greendr01,24-304,F,01/02/2015,RS,GSW,,TOR,W,1,40,6,12,0.500,0.50,4.00,6.00,0.67,0.67,2.00,6.00,0.33,0.33,2,2,1.000,1.000,3,8,11,13,2,2,2,4,16,19.20,4.20,23.40,23.40,23.40,48.00,10.50,58.50
539,Charles Barkley,barklch01,29-293,F,12/09/1992,RS,PHO,@,CHH,W,1,40,8,15,0.533,0.53,6.00,12.00,0.50,0.50,2.00,3.00,0.67,0.67,5,10,0.500,0.500,5,7,12,10,2,1,5,2,23,19.20,4.00,23.20,23.20,23.20,48.00,10.00,58.00
745,Jim Jackson,jacksji01,26-188,G,04/20/1997,RS,NJN,,ATL,W,1,45,10,16,0.625,0.63,5.00,9.00,0.56,0.56,5.00,7.00,0.71,0.71,0,0,0.000,0.000,2,8,10,12,0,0,6,2,25,21.60,1.60,23.20,23.20,23.20,48.00,3.56,51.56
1511,Giannis Antetokounmpo,antetgi01,21-351,F-G,11/21/2016,RS,MIL,,ORL,W,1,39,6,13,0.462,0.46,6.00,11.00,0.55,0.55,0.00,2.00,0.00,0.00,9,9,1.000,1.000,2,9,11,10,5,3,4,4,21,18.70,8.20,26.90,26.90,26.90,47.95,21.03,68.97
1462,Draymond Green,greendr01,25-353,F,02/20/2016,RS,GSW,@,LAC,W,1,38,9,14,0.643,0.64,9.00,11.00,0.82,0.82,0.00,3.00,0.00,0.00,0,0,0.000,0.000,2,9,11,10,0,0,2,2,18,18.20,1.90,20.10,20.10,20.10,47.89,5.00,52.89
1231,Jason Kidd,kiddja01,37-343,G,03/01/2011,RS,DAL,@,PHI,W,1,37,3,8,0.375,0.38,0.00,1.00,0.00,0.00,3.00,7.00,0.43,0.43,4,4,1.000,1.000,0,10,10,13,3,0,0,3,13,17.70,4.80,22.50,22.50,22.50,47.84,12.97,60.81
887,Steve Francis,francst01,24-337,G,01/24/2002,RS,HOU,,NJN,L,1,37,6,23,0.261,0.26,5.00,20.00,0.25,0.25,1.00,3.00,0.33,0.33,10,12,0.833,0.833,5,7,12,11,0,0,2,4,23,17.70,0.50,18.20,18.20,18.20,47.84,1.35,49.19
426,David Robinson,robinda01,24-201,C,02/23/1990,RS,SAS,,MIN,W,1,36,8,13,0.615,0.62,8.00,13.00,0.62,0.62,0.00,0.00,0.00,,8,9,0.889,0.889,3,9,12,2,3,12,4,2,24,17.20,13.30,30.50,30.50,30.50,47.78,36.94,84.72
170,Clyde Drexler,drexlcl01,23-252,G,03/01/1986,RS,POR,,HOU,W,1,40,11,23,0.478,0.48,11.00,21.00,0.52,0.52,0.00,2.00,0.00,0.00,2,4,0.500,0.500,5,7,12,13,5,1,5,4,24,19.10,6.20,25.30,25.30,25.30,47.75,15.50,63.25
873,Jerry Stackhouse,stackje01,26-155,G-F,04/09/2001,RS,DET,,ATL,W,1,40,10,20,0.500,0.50,6.00,11.00,0.55,0.55,4.00,9.00,0.44,0.44,4,5,0.800,0.800,4,8,12,11,2,0,9,2,28,19.10,3.60,22.70,22.70,22.70,47.75,9.00,56.75
518,Micheal Williams,willimi02,25-192,G,01/31/1992,RS,IND,,ATL,W,1,40,6,13,0.462,0.46,6.00,13.00,0.46,0.46,0.00,0.00,0.00,,7,7,1.000,1.000,4,7,11,10,3,0,3,4,19,19.10,3.50,22.60,22.60,22.60,47.75,8.75,56.50
236,Charles Barkley,barklch01,24-035,F,03/27/1987,RS,PHI,,NJN,W,1,48,9,14,0.643,0.64,9.00,13.00,0.69,0.69,0.00,1.00,0.00,0.00,10,12,0.833,0.833,7,8,15,10,1,2,10,5,28,22.90,2.80,25.70,25.70,25.70,47.71,5.83,53.54
516,Tim Hardaway,hardati01,25-137,G,01/16/1992,RS,GSW,@,HOU,W,1,48,10,25,0.400,0.40,9.00,22.00,0.41,0.41,1.00,3.00,0.33,0.33,6,7,0.857,0.857,4,6,10,10,0,1,0,2,27,22.90,1.70,24.60,24.60,24.60,47.71,3.54,51.25
673,Grant Hill,hillgr01,23-139,F-G,02/21/1996,RS,DET,,NYK,L,1,47,5,13,0.385,0.39,5.00,12.00,0.42,0.42,0.00,1.00,0.00,0.00,15,19,0.789,0.789,2,13,15,11,0,0,3,1,25,22.40,3.50,25.90,25.90,25.90,47.66,7.45,55.11
349,Kevin Johnson,johnske02,22-351,G,02/18/1989,RS,PHO,@,SAC,W,1,45,8,17,0.471,0.47,8.00,15.00,0.53,0.53,0.00,2.00,0.00,0.00,8,9,0.889,0.889,3,7,10,12,1,0,4,4,24,21.40,1.50,22.90,22.90,22.90,47.56,3.33,50.89
1041,Steve Francis,francst01,28-342,G,01/29/2006,RS,ORL,,PHI,L,1,43,7,15,0.467,0.47,6.00,14.00,0.43,0.43,1.00,1.00,1.00,"1,000.00",7,7,1.000,1.000,3,7,10,10,0,0,3,0,22,20.40,2.10,22.50,22.50,22.50,47.44,4.88,52.33
1042,Boris Diaw,diawbo01,23-290,F-C,01/31/2006,RS,PHO,@,PHI,W,1,39,6,12,0.500,0.50,6.00,12.00,0.50,0.50,0.00,0.00,0.00,,2,2,1.000,1.000,2,9,11,13,0,1,0,4,14,18.50,1.80,20.30,20.30,20.30,47.44,4.62,52.05
1306,LeBron James,jamesle01,28-080,F-G,03/20/2013,RS,MIA,@,CLE,W,1,42,8,22,0.364,0.36,5.00,15.00,0.33,0.33,3.00,7.00,0.43,0.43,6,8,0.750,0.750,7,5,12,10,3,2,4,1,25,19.90,5.50,25.40,25.40,25.40,47.38,13.10,60.48
836,Baron Davis,davisba01,21-226,G,11/25/2000,RS,CHH,,CLE,W,1,41,4,7,0.571,0.57,3.00,5.00,0.60,0.60,1.00,2.00,0.50,0.50,5,6,0.833,0.833,2,8,10,11,4,0,0,3,14,19.40,5.20,24.60,24.60,24.60,47.32,12.68,60.00
448,Magic Johnson,johnsma02,30-244,G-F,04/15/1990,RS,LAL,,HOU,W,1,41,7,14,0.500,0.50,4.00,7.00,0.57,0.57,3.00,7.00,0.43,0.43,8,8,1.000,1.000,1,10,11,11,0,0,7,4,25,19.40,1.40,20.80,20.80,20.80,47.32,3.41,50.73
1533,Russell Westbrook,westbru01,28-045,G,12/27/2016,RS,OKC,@,MIA,W,1,37,11,22,0.500,0.50,11.00,21.00,0.52,0.52,0.00,1.00,0.00,0.00,7,10,0.700,0.700,0,17,17,11,0,0,7,0,29,17.50,5.10,22.60,22.60,22.60,47.30,13.78,61.08
1185,Rajon Rondo,rondora01,23-322,G,01/10/2010,RS,BOS,@,TOR,W,1,44,9,17,0.529,0.53,8.00,16.00,0.50,0.50,1.00,1.00,1.00,"1,000.00",3,4,0.750,0.750,2,8,10,13,4,0,3,0,22,20.80,6.40,27.20,27.20,27.20,47.27,14.55,61.82
683,Grant Hill,hillgr01,23-164,F-G,03/17/1996,RS,DET,,DEN,W,1,40,6,12,0.500,0.50,5.00,11.00,0.45,0.46,1.00,1.00,1.00,"1,000.00",7,9,0.778,0.778,1,12,13,10,1,0,2,1,20,18.90,4.20,23.10,23.10,23.10,47.25,10.50,57.75
1337,Jeremy Lin,linje01,25-162,G,02/01/2014,RS,HOU,,CLE,W,0,29,6,12,0.500,0.50,5.00,8.00,0.63,0.63,1.00,4.00,0.25,0.25,2,2,1.000,1.000,1,10,11,10,2,1,3,3,15,13.70,4.50,18.20,18.20,18.20,47.24,15.52,62.76
925,Antoine Walker,walkean02,26-123,F,12/13/2002,RS,BOS,,CLE,W,1,47,12,21,0.571,0.57,4.00,8.00,0.50,0.50,8.00,13.00,0.62,0.62,1,5,0.200,0.200,1,10,11,10,3,0,7,2,33,22.20,5.20,27.40,27.40,27.40,47.23,11.06,58.30
463,Larry Bird,birdla01,33-354,F,11/26/1990,RS,BOS,,MIA,W,1,36,10,18,0.556,0.56,10.00,18.00,0.56,0.56,0.00,0.00,0.00,,1,3,0.333,0.333,1,13,14,11,2,1,3,2,21,17.00,5.80,22.80,22.80,22.80,47.22,16.11,63.33
1081,Jason Kidd,kiddja01,33-294,G,01/11/2007,RS,NJN,@,CHI,W,1,43,8,17,0.471,0.47,5.00,12.00,0.42,0.42,3.00,5.00,0.60,0.60,4,6,0.667,0.667,3,11,14,11,2,0,3,2,23,20.30,4.50,24.80,24.80,24.80,47.21,10.47,57.67
994,Jason Kidd,kiddja01,31-049,G,05/11/2004,PL,NJN,,DET,W,1,39,8,15,0.533,0.53,7.00,12.00,0.58,0.58,1.00,3.00,0.33,0.33,5,7,0.714,0.714,4,6,10,11,2,1,6,2,22,18.40,3.70,22.10,22.10,22.10,47.18,9.49,56.67
251,Magic Johnson,johnsma02,27-268,G-F,05/09/1987,PL,LAL,@,GSW,W,1,38,7,15,0.467,0.47,7.00,13.00,0.54,0.54,0.00,2.00,0.00,0.00,6,9,0.667,0.667,0,10,10,14,2,0,3,1,20,17.90,4.60,22.50,22.50,22.50,47.11,12.11,59.21
385,Doc Rivers,riverdo01,27-188,G,04/19/1989,RS,ATL,@,MIL,W,1,41,7,11,0.636,0.64,6.00,8.00,0.75,0.75,1.00,3.00,0.33,0.33,5,8,0.625,0.625,2,10,12,10,3,0,3,1,20,19.30,5.60,24.90,24.90,24.90,47.07,13.66,60.73
1451,Rajon Rondo,rondora01,29-335,G,01/23/2016,RS,SAC,,IND,W,1,34,2,4,0.500,0.50,2.00,4.00,0.50,0.50,0.00,0.00,0.00,,7,8,0.875,0.875,2,8,10,10,2,1,1,2,11,16.00,4.30,20.30,20.30,20.30,47.06,12.65,59.71
218,Terry Porter,portete01,23-303,G,02/05/1987,RS,POR,,LAL,W,1,37,7,13,0.538,0.54,7.00,13.00,0.54,0.54,0.00,0.00,0.00,,4,6,0.667,0.667,2,8,10,13,4,0,4,4,18,17.40,4.80,22.20,22.20,22.20,47.03,12.97,60.00
460,Magic Johnson,johnsma02,31-093,G-F,11/15/1990,RS,LAL,@,HOU,W,1,50,6,13,0.462,0.46,4.00,9.00,0.44,0.44,2.00,4.00,0.50,0.50,10,10,1.000,1.000,0,10,10,16,3,1,5,2,24,23.50,5.90,29.40,29.40,29.40,47.00,11.80,58.80
1225,Derrick Rose,rosede01,22-105,G,01/17/2011,RS,CHI,@,MEM,W,1,40,7,20,0.350,0.35,6.00,17.00,0.35,0.35,1.00,3.00,0.33,0.33,7,9,0.778,0.778,2,8,10,12,1,1,1,2,22,18.80,3.30,22.10,22.10,22.10,47.00,8.25,55.25
894,Kobe Bryant,bryanko01,23-173,G-F,02/12/2002,RS,LAL,,WAS,W,1,43,9,20,0.450,0.45,9.00,19.00,0.47,0.47,0.00,1.00,0.00,0.00,5,9,0.556,0.556,1,10,11,15,1,1,2,3,23,20.20,3.50,23.70,23.70,23.70,46.98,8.14,55.12
844,Jason Kidd,kiddja01,27-275,G,12/23/2000,RS,PHO,,DEN,W,1,33,6,11,0.545,0.55,6.00,9.00,0.67,0.67,0.00,2.00,0.00,0.00,2,2,1.000,1.000,1,9,10,13,1,1,3,2,14,15.50,3.60,19.10,19.10,19.10,46.97,10.91,57.88
1567,Nikola Jokic,jokicni01,21-360,C-F,02/13/2017,RS,DEN,,GSW,W,1,36,7,13,0.538,0.54,7.00,13.00,0.54,0.54,0.00,0.00,0.00,,3,4,0.750,0.750,6,15,21,12,2,0,6,3,17,16.90,5.30,22.20,22.20,22.20,46.94,14.72,61.67
528,Rodney McCray,mccraro01,30-226,F-G,04/11/1992,RS,DAL,@,HOU,W,1,36,6,8,0.750,0.75,5.00,7.00,0.71,0.71,1.00,1.00,1.00,"1,000.00",0,0,0.000,0.000,2,11,13,11,0,1,2,6,13,16.90,1.60,18.50,18.50,18.50,46.94,4.44,51.39
191,Paul Pressey,presspa01,27-322,G-F,11/11/1986,RS,MIL,,IND,W,1,39,4,11,0.364,0.36,4.00,10.00,0.40,0.40,0.00,1.00,0.00,0.00,9,10,0.900,0.900,2,8,10,12,0,0,2,5,17,18.30,0.40,18.70,18.70,18.70,46.92,1.03,47.95
637,Chris Webber,webbech01,22-037,F-C,04/07/1995,RS,WSB,,CHH,L,1,42,9,19,0.474,0.47,9.00,16.00,0.56,0.56,0.00,3.00,0.00,0.00,5,6,0.833,0.833,4,7,11,10,1,5,3,2,23,19.70,5.80,25.50,25.50,25.50,46.90,13.81,60.71
132,Alvan Adams,adamsal01,30-269,C-F,04/14/1985,RS,PHO,,GSW,W,1,42,7,14,0.500,0.50,7.00,14.00,0.50,0.50,0.00,0.00,0.00,,7,8,0.875,0.875,0,14,14,13,3,0,3,5,21,19.70,5.20,24.90,24.90,24.90,46.90,12.38,59.29
362,Ken Norman,normake01,24-201,F,03/25/1989,RS,LAC,,PHO,L,1,42,8,19,0.421,0.42,8.00,19.00,0.42,0.42,0.00,0.00,0.00,,4,6,0.667,0.667,6,8,14,12,2,2,2,2,20,19.70,5.00,24.70,24.70,24.70,46.90,11.90,58.81
1489,Nicolas Batum,batumni01,27-106,F-G,03/29/2016,RS,CHO,@,PHI,W,1,38,8,16,0.500,0.50,7.00,12.00,0.58,0.58,1.00,4.00,0.25,0.25,2,2,1.000,1.000,2,9,11,12,1,0,3,2,19,17.80,2.90,20.70,20.70,20.70,46.84,7.63,54.47
336,Kevin Johnson,johnske02,22-323,G,01/21/1989,RS,PHO,@,CHI,W,1,40,4,13,0.308,0.31,4.00,13.00,0.31,0.31,0.00,0.00,0.00,,10,10,1.000,1.000,1,9,10,15,4,0,3,2,18,18.70,5.90,24.60,24.60,24.60,46.75,14.75,61.50
564,Kevin Gamble,gamblke01,27-123,F-G,03/16/1993,RS,BOS,@,GSW,W,1,43,9,15,0.600,0.60,4.00,9.00,0.44,0.44,5.00,6.00,0.83,0.83,0,0,0.000,0.000,0,11,11,10,4,0,3,2,23,20.10,6.50,26.60,26.60,26.60,46.74,15.12,61.86
1238,LeBron James,jamesle01,26-089,F-G,03/29/2011,RS,MIA,@,CLE,L,1,43,10,21,0.476,0.48,9.00,16.00,0.56,0.56,1.00,5.00,0.20,0.20,6,10,0.600,0.600,0,10,10,12,0,0,3,3,27,20.10,1.80,21.90,21.90,21.90,46.74,4.19,50.93
1413,James Harden,hardeja01,25-232,G,04/15/2015,RS,HOU,,UTA,W,1,27,3,8,0.375,0.38,1.00,3.00,0.33,0.33,2.00,5.00,0.40,0.40,8,8,1.000,1.000,0,11,11,10,1,1,6,2,16,12.60,4.20,16.80,16.80,16.80,46.67,15.56,62.22
290,Fat Lever,leverfa01,27-197,G,03/02/1988,RS,DEN,,CLE,W,1,42,10,23,0.435,0.44,10.00,23.00,0.43,0.44,0.00,0.00,0.00,,0,0,0.000,0.000,9,11,20,12,6,0,3,2,20,19.60,8.50,28.10,28.10,28.10,46.67,20.24,66.90
1556,LeBron James,jamesle01,32-026,F-G,01/25/2017,RS,CLE,,SAC,L,1,45,8,15,0.533,0.53,8.00,12.00,0.67,0.67,0.00,3.00,0.00,0.00,8,11,0.727,0.727,4,9,13,11,2,1,5,3,24,21.00,4.20,25.20,25.20,25.20,46.67,9.33,56.00
285,Terry Porter,portete01,24-312,G,02/14/1988,RS,POR,,HOU,L,1,39,5,10,0.500,0.50,4.00,9.00,0.44,0.44,1.00,1.00,1.00,"1,000.00",2,2,1.000,1.000,3,7,10,13,2,0,1,3,13,18.20,2.90,21.10,21.10,21.10,46.67,7.44,54.10
432,Darrell Walker,walkeda01,29-000,G,03/09/1990,RS,WSB,@,BOS,W,1,39,4,9,0.444,0.44,4.00,9.00,0.44,0.44,0.00,0.00,0.00,,4,5,0.800,0.800,2,8,10,17,4,0,2,3,12,18.20,5.20,23.40,23.40,23.40,46.67,13.33,60.00
1540,Draymond Green,greendr01,26-304,F,01/02/2017,RS,GSW,,DEN,W,1,36,5,8,0.625,0.63,4.00,6.00,0.67,0.67,1.00,2.00,0.50,0.50,4,6,0.667,0.667,3,7,10,13,0,0,5,3,15,16.80,0.90,17.70,17.70,17.70,46.67,2.50,49.17
647,Jason Kidd,kiddja01,22-243,G,11/21/1995,RS,DAL,,CHI,L,1,47,9,22,0.409,0.41,7.00,16.00,0.44,0.44,2.00,6.00,0.33,0.33,5,9,0.556,0.556,8,7,15,11,6,0,3,3,25,21.90,6.90,28.80,28.80,28.80,46.60,14.68,61.28
1315,LeBron James,jamesle01,28-143,F-G,05/22/2013,PL,MIA,,IND,W,1,47,12,24,0.500,0.50,10.00,18.00,0.56,0.56,2.00,6.00,0.33,0.33,4,7,0.571,0.571,3,7,10,10,0,3,4,5,30,21.90,2.20,24.10,24.10,24.10,46.60,4.68,51.28
776,Gary Payton,paytoga01,30-221,G,03/01/1999,RS,SEA,@,SAC,W,1,44,8,21,0.381,0.38,5.00,10.00,0.50,0.50,3.00,11.00,0.27,0.27,9,10,0.900,0.900,0,10,10,12,3,0,4,4,28,20.50,4.40,24.90,24.90,24.90,46.59,10.00,56.59
1062,Lamar Odom,odomla01,26-159,F,04/14/2006,RS,LAL,,POR,W,1,44,7,12,0.583,0.58,6.00,9.00,0.67,0.67,1.00,3.00,0.33,0.33,1,2,0.500,0.500,3,9,12,12,1,0,0,2,16,20.50,2.90,23.40,23.40,23.40,46.59,6.59,53.18
1549,James Harden,hardeja01,27-142,G,01/15/2017,RS,HOU,@,BRK,W,1,32,6,16,0.375,0.38,2.00,7.00,0.29,0.29,4.00,9.00,0.44,0.44,6,7,0.857,0.857,2,10,12,11,1,0,7,4,22,14.90,2.40,17.30,17.30,17.30,46.56,7.50,54.06
1510,Russell Westbrook,westbru01,28-008,G,11/20/2016,RS,OKC,,IND,L,1,40,13,34,0.382,0.38,11.00,26.00,0.42,0.42,2.00,8.00,0.25,0.25,3,5,0.600,0.600,5,6,11,15,2,0,7,3,31,18.60,2.60,21.20,21.20,21.20,46.50,6.50,53.00
1458,DeMarcus Cousins,couside01,25-176,C-F,02/05/2016,RS,SAC,@,BRK,L,1,40,9,18,0.500,0.50,5.00,14.00,0.36,0.36,4.00,4.00,1.00,"1,000.00",2,3,0.667,0.667,0,10,10,10,2,0,3,2,24,18.60,4.20,22.80,22.80,22.80,46.50,10.50,57.00
88,Magic Johnson,johnsma02,25-106,G-F,11/28/1984,RS,LAL,@,UTA,W,1,40,6,17,0.353,0.35,5.00,15.00,0.33,0.33,1.00,2.00,0.50,0.50,7,8,0.875,0.875,1,9,10,14,1,0,2,3,20,18.60,2.50,21.10,21.10,21.10,46.50,6.25,52.75
499,Charles Barkley,barklch01,28-066,F,04/27/1991,PL,PHI,@,MIL,W,1,45,7,18,0.389,0.39,7.00,13.00,0.54,0.54,0.00,5.00,0.00,0.00,8,10,0.800,0.800,5,8,13,10,1,1,1,2,22,20.90,3.30,24.20,24.20,24.20,46.44,7.33,53.78
454,Scottie Pippen,pippesc01,24-214,F-G,04/27/1990,PL,CHI,,MIL,W,1,42,7,12,0.583,0.58,7.00,12.00,0.58,0.58,0.00,0.00,0.00,,3,4,0.750,0.750,2,8,10,13,3,3,2,4,17,19.50,5.90,25.40,25.40,25.40,46.43,14.05,60.48
935,Elton Brand,brandel01,23-321,F,01/26/2003,RS,LAC,@,IND,L,1,42,7,16,0.438,0.44,7.00,16.00,0.44,0.44,0.00,0.00,0.00,,3,3,1.000,1.000,7,7,14,10,2,1,1,4,17,19.50,3.20,22.70,22.70,22.70,46.43,7.62,54.05
277,Doc Rivers,riverdo01,26-098,G,01/19/1988,RS,ATL,,CHI,W,1,36,9,14,0.643,0.64,9.00,14.00,0.64,0.64,0.00,0.00,0.00,,1,3,0.333,0.333,1,9,10,10,2,1,3,3,19,16.70,4.20,20.90,20.90,20.90,46.39,11.67,58.06
1326,Michael Carter-Williams,cartemi01,22-054,G,12/03/2013,RS,PHI,,ORL,W,1,47,11,19,0.579,0.58,10.00,14.00,0.71,0.71,1.00,5.00,0.20,0.20,4,7,0.571,0.571,7,5,12,10,3,0,7,4,27,21.80,2.90,24.70,24.70,24.70,46.38,6.17,52.55
370,Benoit Benjamin,benjabe01,24-129,C,03/31/1989,RS,LAC,,SAS,W,1,44,7,12,0.583,0.58,7.00,12.00,0.58,0.58,0.00,0.00,0.00,,11,14,0.786,0.786,3,7,10,3,1,10,2,4,25,20.40,8.50,28.90,28.90,28.90,46.36,19.32,65.68
1459,John Wall,walljo01,25-152,G,02/05/2016,RS,WAS,,PHI,W,1,33,7,13,0.538,0.54,4.00,8.00,0.50,0.50,3.00,5.00,0.60,0.60,1,2,0.500,0.500,0,13,13,10,2,1,3,1,18,15.30,6.20,21.50,21.50,21.50,46.36,18.79,65.15
1251,David Lee,leeda02,28-284,F,02/07/2012,RS,GSW,,OKC,L,1,44,9,19,0.474,0.47,9.00,18.00,0.50,0.50,0.00,1.00,0.00,0.00,7,7,1.000,1.000,3,8,11,10,0,1,4,5,25,20.40,1.10,21.50,21.50,21.50,46.36,2.50,48.86
491,Detlef Schrempf,schrede01,28-064,F-C,03/26/1991,RS,IND,,ATL,W,0,38,5,9,0.556,0.56,5.00,9.00,0.56,0.56,0.00,0.00,0.00,,6,9,0.667,0.667,1,10,11,12,0,0,2,4,16,17.60,1.40,19.00,19.00,19.00,46.32,3.68,50.00
467,Darrell Walker,walkeda01,29-280,G,12/14/1990,RS,WSB,,HOU,W,1,35,10,18,0.556,0.56,10.00,18.00,0.56,0.56,0.00,0.00,0.00,,2,6,0.333,0.333,2,8,10,10,5,0,4,2,22,16.20,6.60,22.80,22.80,22.80,46.29,18.86,65.14
1245,Russell Westbrook,westbru01,22-184,G,05/15/2011,PL,OKC,,MEM,W,1,35,4,12,0.333,0.33,4.00,12.00,0.33,0.33,0.00,0.00,0.00,,6,6,1.000,1.000,6,4,10,14,0,1,5,2,14,16.20,1.10,17.30,17.30,17.30,46.29,3.14,49.43
391,Isiah Thomas,thomais01,28-015,G,05/15/1989,PL,DET,@,MIL,W,1,40,7,14,0.500,0.50,5.00,12.00,0.42,0.42,2.00,2.00,1.00,1.00,1,2,0.500,0.500,4,6,10,13,0,1,3,3,17,18.50,1.30,19.80,19.80,19.80,46.25,3.25,49.50
256,Magic Johnson,johnsma02,28-086,G-F,11/08/1987,RS,LAL,,HOU,W,1,37,9,18,0.500,0.50,8.00,16.00,0.50,0.50,1.00,2.00,0.50,0.50,4,5,0.800,0.800,3,7,10,12,1,0,7,1,23,17.10,2.70,19.80,19.80,19.80,46.22,7.30,53.51
1212,John Wall,walljo01,20-065,G,11/10/2010,RS,WAS,,HOU,W,1,42,8,16,0.500,0.50,6.00,12.00,0.50,0.50,2.00,4.00,0.50,0.50,1,2,0.500,0.500,1,9,10,13,6,1,1,3,19,19.40,8.20,27.60,27.60,27.60,46.19,19.52,65.71
494,Scottie Pippen,pippesc01,25-191,F-G,04/04/1991,RS,CHI,@,NYK,W,1,42,7,14,0.500,0.50,7.00,12.00,0.58,0.58,0.00,2.00,0.00,0.00,6,7,0.857,0.857,2,8,10,12,4,0,3,4,20,19.40,4.80,24.20,24.20,24.20,46.19,11.43,57.62
